tgt,src
the project is improving,هادشي المشروع يتحسّن
It's probably too late to rent a room,علاش بزّاف بزّاف بزّاف بزّاف باش دار
why are you coughing,علاش تخدير
Don't get too worked up,واش مابقيتيش تاخدش بزاف بزّاف
i'm cleaning out my closet,أنا غادي ننظف خزانتي
when I have a party for my birthday you may enjoy some different type of music,ديما عندي حفلة عيد ميلاد ديال عيد ميلاد ليك ممكن تستمتع بزاف ديال الموسيقى
take advantage of your time,إستغلي وقتك
See you next time,نراكم في المرة القادمة
are you comfy,واش ترتاح ليا
go repeat this job,غادي نكرّر هاد الشغل
I don't want to see you anymore,مابغيش نشوفك مرة أخرى
show it to me please ?,راه ليا من فضلك؟
i told you grab very well,أنا قلت ليك تمشي بزّاف بزّاف
Men haven't yet been invited,ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديالهم ديالهم
i vomitted all things i have eaten,شويت كلشي اكلت
"After that, everything will be just a phase",بعد ذلك، كل شي غادي يكون مجرّد مرحلة
I dont think  you can protect me from this,مانضنش غادي تقدر تحماني من هادشي
we ddint cate,دينا ديا ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
i bought a new camera,شريت كاميرا جديدة
i know why you started,أنا عارف علاش بدات
you're going to need something hearty to soak up all that beer,غادي تاحتاج شي حاجة بزّاف باش تخلّص كُلّ هاد بيرة
its a plan,هاد الخطة
and leave someone works it,واش خلي شي شي هادشي
we wanna see you,بغينا نشوفك
How much time till we can see your results? ,كم بقي من الوقت حتى نرى نتائجك؟
he is a swimmer,راه سبح
you are too late to bring him with you,تعطلي بزّاف باش تجلبي ليه معاك
do they have a driver,واش عندهم بزّاف بزّاف
what are you imagining,أشنو ليك تتخلّف
there are small bottles,واش بزّاف بزّاف
it made me dizzy,راني درا
go do a conference,سيري ليك مؤتمر
"And yourself, what department do you work for?",و أنت، في أي قسم تعمل؟
who damaged the door,راه خرّب الباب
they talk about his death,كانو يتحادثو على موتو
remember when we used to believe that being an adult was all fun ?,تتذكّر متى كنّا كنّا نعتقّد أنّ كونك بالغ كان كلّ المرح؟
It's the best I've ever seen,هادشي أحسن مارأيته في حياتي
by the way,بزّاف بزّاف
remember when we used to believe in monsters under the bed?,أتذكرين عندما كنّا نتّمن في وحوش تحت السرير؟
why don't you want to listen to your teacher talk,علاش مابغيتيش تسمعي لكلام معلمك
i be brief,واش خايش
you are looking for trouble,واش تفتش على المشاكل
anyway how are you how's profession school,علاش علاش واش مدرسة ديال ديال المدرسة
What's the weather like?,كيف حال الطقس؟
we're all going to die,غادي نموت
i dont know if he will go,مانعرفش غادي يذهب
I'll take pictures,أنا غادي نلتقط صور
I'am not complicated like you,أنا ماتش معقّد مثلك
i dont like to drink coffee from a broken machine,مابغيتش نشرب قهوه من ماكينة مكسورة
When will you focus on your priorities?,متا غادي تركّز على أولوياتك؟
jinxing is real,النحس حقيقي
if only I could go to the hospital,كون غير قدرت نمشي للمشفى
on time,على الوقت
this guy is very nice,راه راه راه راه
a girl is always going in and out,بنت ت دابا دابا دابا دابا و خارج
I saw her sitting there,راها جالسة هنا
Put the chicken pieces in the casserole,واضعي قطع الدجاجة في الكاسيرول
Probably around 9:00,على الأرجح عند الساعة 9:
witness me,راه ليا
go to sleep,سيري لينام
why are you wearing like this,علاش تلبسي ليك هادشي
Let me turn off light,خليني نطفئ نور
don't stalk people,واش مابقاش تاكل ناس
I will be with you after tomorrow,أنا غادي نكون معاك بعد غد
minced meat,لحم مزّق
be understanding,كون غير مفهومة
I dont think he will get along with teacher,مانضنش غادي يتأقلم مع المعلم
I'm tempted to smoke,أنا غادي ندخّن
Which country did you enjoy the most?,في أي دولة استمتعتي بها؟
They always give me extra cakes,ديماعطوني كيكات إضافية
what does it mean to you to represent your country on the international stage?,أشنو ليك باش تميّز بلادك على المسرح العالمي؟
Draw a line with ruler,رسم a سطر مع مسيان
i'am discussing with my wife ,غادي نتناقش مع زوجتي
What the hell is going on?,ماشي يجري هنا؟
wait me to change my clothes,كانتسنّا ليا نغيّر لباسي
there is no one to keep me here,ماشي واحد ليبقيني هنا
don't be in this situation,ماشي في هادشي الحالة
It's all happening so fast!,هادشي هادشي بزّاف!
until i went back,حتّى رجعت
Do you understand what I mean?,واش تفهمي ماقصدت؟
Have you tried to leak an exam,عمرك جربتي تسرّب إمتحان
Come and join me in this place,جاومي و أنضم ليا في هاد المكان
How many people?,كم عدد الناس؟
I want to buy argan oil,بغيت نشتري ديال ارغان
this contractual teacher has bad situation,هاد المعلمة ديها حالة سيئة
he did all of this,هو من فعل كل هادشي
if only I could clarify this issue,كون غير قدرت نوضح هاد المسألة
He speaks slow,هادشي ببطئ
they make me angry,واش غادي يغضبوني
i'am hungry is there anything to eat,أنا جائع واش شي شي حاجة تاكل
do sport,واش رياضة
I would not be a good chef if salt was necessary!,أنا ماكنتاكون طباخ جيّد لو كان الملح ضروري!
I dont think  i will dare you,مانضنش غادي نتجرا عليك
when you have doctor appointement,عندا عندك طبيب ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال ديال
i was so scared,كنت خايفة جدا
He runs fast,راه سير بزّاف
i want to be like you,بغيت نصير مثلك
I'm waiting for you to appreciate you mother,كانتسنّا فيك تقدّر أمّك
you should not drink soda,مابغيتيش تشربي صودا
let's go to shop,خلينا نمشي و نتسوّق
